SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,April-4-2022,Condo/Co-op,425 N Neville St #104,Oakland,PA,15213,277000,2,2.0,Oakland,1413,,1980,,196,536,Sold,,,https://www.redfin.com/PA/Pittsburgh/425-N-Neville-St-15213/unit-104/home/74664475,West Penn MLS,1538389,N,Y,40.4509819,-79.9484432
PAST SALE,April-4-2022,Single Family Residential,3104 Lyon St,Schenley Heights,PA,15219,41050,3,2.0,Schenley Heights,,,1930,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3104-Lyon-St-15219/home/74567284,West Penn MLS,1533583,N,Y,40.4516538,-79.9605931
PAST SALE,April-1-2022,Single Family Residential,222 Parkman Ave,Schenley Farms,PA,15213,660000,4,3.5,Schenley Farms,2369,6150,1927,,279,,Sold,,,https://www.redfin.com/PA/Pittsburgh/222-Parkman-Ave-15213/home/74567895,West Penn MLS,1540671,N,Y,40.4464078,-79.9568881
PAST SALE,,Condo/Co-op,128 N Craig St #404,Pittsburgh,PA,15213,228500,3,2.0,,1680,,1957,,136,,,,,https://www.redfin.com/PA/Pittsburgh/128-N-Craig-St-15213/unit-404/home/74664785,,,N,Y,40.4480778,-79.9483198
PAST SALE,March-31-2022,Condo/Co-op,5 Bayard #717,Shadyside,PA,15213,186000,1,1.0,Shadyside,856,,1969,,217,474,Sold,,,https://www.redfin.com/PA/Pittsburgh/5-Bayard-Rd-15213/unit-717/home/73579996,West Penn MLS,1541072,N,Y,40.4526167,-79.9428455
PAST SALE,March-31-2022,Condo/Co-op,144 N Dithridge St #515,Oakland,PA,15213,228600,2,2.0,Oakland,1753,,1940,,130,1022,Sold,,,https://www.redfin.com/PA/Pittsburgh/144-N-Dithridge-St-15213/unit-515/home/74567591,West Penn MLS,1501218,N,Y,40.4482339,-79.950786
PAST SALE,March-31-2022,Multi-Family (2-4 Unit),3704-06 Melwood Ave,Polish Hill,PA,15213,321000,5,2.5,Polish Hill,,4173,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3704-Melwood-Ave-15213/home/163821869,West Penn MLS,1531877,N,Y,40.4597609,-79.9586003
PAST SALE,,Condo/Co-op,825 Morewood Ave #43,Pittsburgh,PA,15213,310000,2,1.5,,1176,,1960,,264,,,,,https://www.redfin.com/PA/Pittsburgh/825-Morewood-Ave-15213/unit-43/home/74665542,,,N,Y,40.4477993,-79.9422526
PAST SALE,March-29-2022,Single Family Residential,3341 Mcneil Pl,Hill District,PA,15219,179000,3,2.0,Hill District,,,1955,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3341-McNeil-Pl-15219/home/74564088,West Penn MLS,1527548,N,Y,40.4542483,-79.9644921
PAST SALE,,Single Family Residential,4631 Winthrop St,Pittsburgh,PA,15213,190000,3,1.0,,1632,2000,1910,,116,,,,,https://www.redfin.com/PA/Pittsburgh/4631-Winthrop-St-15213/home/74665972,,,N,Y,40.4460356,-79.9475671
PAST SALE,March-29-2022,Condo/Co-op,825 Morewood Ave Unit G4,Shadyside,PA,15213,280000,2,1.5,Shadyside,1176,500,1960,,238,750,Sold,,,https://www.redfin.com/PA/Pittsburgh/825-Morewood-Ave-15213/unit-G4/home/73579577,West Penn MLS,1524635,N,Y,40.4478094,-79.9422552
PAST SALE,,Townhouse,3906 Howley St,Pittsburgh,PA,15224,300000,3,1.0,,1512,2000,1900,,198,,,,,https://www.redfin.com/PA/Pittsburgh/3906-Howley-St-15224/home/74653114,,,N,Y,40.4632492,-79.9592226
PAST SALE,March-28-2022,Condo/Co-op,4625 Fifth Ave #605,Oakland,PA,15213,160000,3,2.0,Oakland,1500,,1956,,107,900,Sold,,,https://www.redfin.com/PA/Pittsburgh/4625-Fifth-Ave-15213/unit-605/home/147514845,West Penn MLS,1535474,N,Y,40.4473994,-79.9482013
PAST SALE,March-28-2022,Condo/Co-op,4601 Fifth Ave #620,Oakland,PA,15213,160000,3,2.0,Oakland,,,1958,,,1093,Sold,,,https://www.redfin.com/PA/Pittsburgh/4601-Fifth-Ave-15213/unit-620/home/175215114,West Penn MLS,1537396,N,Y,40.447339,-79.948719
PAST SALE,March-25-2022,Multi-Family (5+ Unit),3505-07 Butler St,Lawrenceville,PA,15201,1510000,3,3.0,Lawrenceville,,1999,1950,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3505-Butler-St-15201/home/177508667,West Penn MLS,1532714,N,Y,40.4642272,-79.9664046
PAST SALE,March-25-2022,Condo/Co-op,128 N Craig #404,Oakland,PA,15232,228500,3,2.0,Oakland,1680,,1964,,136,915,Sold,,,https://www.redfin.com/PA/Oakland/128-N-Craig-15232/unit-404/home/177614342,West Penn MLS,1533267,N,Y,40.4543936,-79.9394943
PAST SALE,March-25-2022,Single Family Residential,3916 Woolslayer Way,Lawrenceville,PA,15224,195000,2,1.0,Lawrenceville,1500,1219,1890,,130,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3916-Woolslayer-Way-15224/home/74653388,West Penn MLS,1512555,N,Y,40.4644124,-79.9591608
